timestamp,barcode,weight_g,index,filename,rel_path_raw,rel_path_seg,rel_path_segmask,species_dir,individual_dir,species,species_label,life_stage,genus
2025-09-02T17:11:26,Aporrectodea_tuberculata_Adult_03,1.05,4,Aporrectodea_tuberculata_Adult_03_4.jpg,01_Segmented/Aporrectodea_tuberculata_Adult_03/Aporrectodea_tuberculata_Adult_03_4/Aporrectodea_tuberculata_Adult_03_4_raw.jpg,01_Segmented/Aporrectodea_tuberculata_Adult_03/Aporrectodea_tuberculata_Adult_03_4/Aporrectodea_tuberculata_Adult_03_4_seg.jpg,01_Segmented/Aporrectodea_tuberculata_Adult_03/Aporrectodea_tuberculata_Adult_03_4/Aporrectodea_tuberculata_Adult_03_4_seg_mask.png,Aporrectodea_tuberculata_Adult_03,Aporrectodea_tuberculata_Adult_03_4,Aporrectodea_tuberculata_Adult,Aporrectodea_tuberculata,Adult,Aporrectodea
2025-09-02T17:11:26,Aporrectodea_tuberculata_Adult_03,1.05,3,Aporrectodea_tuberculata_Adult_03_3.jpg,01_Segmented/Aporrectodea_tuberculata_Adult_03/Aporrectodea_tuberculata_Adult_03_3/Aporrectodea_tuberculata_Adult_03_3_raw.jpg,01_Segmented/Aporrectodea_tuberculata_Adult_03/Aporrectodea_tuberculata_Adult_03_3/Aporrectodea_tuberculata_Adult_03_3_seg.jpg,01_Segmented/Aporrectodea_tuberculata_Adult_03/Aporrectodea_tuberculata_Adult_03_3/Aporrectodea_tuberculata_Adult_03_3_seg_mask.png,Aporrectodea_tuberculata_Adult_03,Aporrectodea_tuberculata_Adult_03_3,Aporrectodea_tuberculata_Adult,Aporrectodea_tuberculata,Adult,Aporrectodea
2025-09-10T15:28:06,Aporrectodea_caliginosa_tuberculata_Juvenile_116,0.425,6,Aporrectodea_caliginosa_tuberculata_Juvenile_116_6.jpg,01_Segmented/Aporrectodea_caliginosa_tuberculata_Juvenile_116/Aporrectodea_caliginosa_tuberculata_Juvenile_116_6/Aporrectodea_caliginosa_tuberculata_Juvenile_116_6_raw.jpg,01_Segmented/Aporrectodea_caliginosa_tuberculata_Juvenile_116/Aporrectodea_caliginosa_tuberculata_Juvenile_116_6/Aporrectodea_caliginosa_tuberculata_Juvenile_116_6_seg.jpg,01_Segmented/Aporrectodea_caliginosa_tuberculata_Juvenile_116/Aporrectodea_caliginosa_tuberculata_Juvenile_116_6/Aporrectodea_caliginosa_tuberculata_Juvenile_116_6_seg_mask.png,Aporrectodea_caliginosa_tuberculata_Juvenile_116,Aporrectodea_caliginosa_tuberculata_Juvenile_116_6,Aporrectodea_caliginosa_tuberculata_Juvenile,Aporrectodea_caliginosa_tuberculata,Juvenile,Aporrectodea
2025-09-10T15:28:06,Aporrectodea_caliginosa_tuberculata_Juvenile_116,0.425,1,Aporrectodea_caliginosa_tuberculata_Juvenile_116_1.jpg,01_Segmented/Aporrectodea_caliginosa_tuberculata_Juvenile_116/Aporrectodea_caliginosa_tuberculata_Juvenile_116_1/Aporrectodea_caliginosa_tuberculata_Juvenile_116_1_raw.jpg,01_Segmented/Aporrectodea_caliginosa_tuberculata_Juvenile_116/Aporrectodea_caliginosa_tuberculata_Juvenile_116_1/Aporrectodea_caliginosa_tuberculata_Juvenile_116_1_seg.jpg,01_Segmented/Aporrectodea_caliginosa_tuberculata_Juvenile_116/Aporrectodea_caliginosa_tuberculata_Juvenile_116_1/Aporrectodea_caliginosa_tuberculata_Juvenile_116_1_seg_mask.png,Aporrectodea_caliginosa_tuberculata_Juvenile_116,Aporrectodea_caliginosa_tuberculata_Juvenile_116_1,Aporrectodea_caliginosa_tuberculata_Juvenile,Aporrectodea_caliginosa_tuberculata,Juvenile,Aporrectodea
2025-09-10T15:28:06,Aporrectodea_caliginosa_tuberculata_Juvenile_116,0.425,5,Aporrectodea_caliginosa_tuberculata_Juvenile_116_5.jpg,01_Segmented/Aporrectodea_caliginosa_tuberculata_Juvenile_116/Aporrectodea_caliginosa_tuberculata_Juvenile_116_5/Aporrectodea_caliginosa_tuberculata_Juvenile_116_5_raw.jpg,01_Segmented/Aporrectodea_caliginosa_tuberculata_Juvenile_116/Aporrectodea_caliginosa_tuberculata_Juvenile_116_5/Aporrectodea_caliginosa_tuberculata_Juvenile_116_5_seg.jpg,01_Segmented/Aporrectodea_caliginosa_tuberculata_Juvenile_116/Aporrectodea_caliginosa_tuberculata_Juvenile_116_5/Aporrectodea_caliginosa_tuberculata_Juvenile_116_5_seg_mask.png,Aporrectodea_caliginosa_tuberculata_Juvenile_116,Aporrectodea_caliginosa_tuberculata_Juvenile_116_5,Aporrectodea_caliginosa_tuberculata_Juvenile,Aporrectodea_caliginosa_tuberculata,Juvenile,Aporrectodea
2025-09-10T15:28:06,Aporrectodea_caliginosa_tuberculata_Juvenile_116,0.425,2,Aporrectodea_caliginosa_tuberculata_Juvenile_116_2.jpg,01_Segmented/Aporrectodea_caliginosa_tuberculata_Juvenile_116/Aporrectodea_caliginosa_tuberculata_Juvenile_116_2/Aporrectodea_caliginosa_tuberculata_Juvenile_116_2_raw.jpg,01_Segmented/Aporrectodea_caliginosa_tuberculata_Juvenile_116/Aporrectodea_caliginosa_tuberculata_Juvenile_116_2/Aporrectodea_caliginosa_tuberculata_Juvenile_116_2_seg.jpg,01_Segmented/Aporrectodea_caliginosa_tuberculata_Juvenile_116/Aporrectodea_caliginosa_tuberculata_Juvenile_116_2/Aporrectodea_caliginosa_tuberculata_Juvenile_116_2_seg_mask.png,Aporrectodea_caliginosa_tuberculata_Juvenile_116,Aporrectodea_caliginosa_tuberculata_Juvenile_116_2,Aporrectodea_caliginosa_tuberculata_Juvenile,Aporrectodea_caliginosa_tuberculata,Juvenile,Aporrectodea
2025-09-10T15:28:06,Aporrectodea_caliginosa_tuberculata_Juvenile_116,0.425,3,Aporrectodea_caliginosa_tuberculata_Juvenile_116_3.jpg,01_Segmented/Aporrectodea_caliginosa_tuberculata_Juvenile_116/Aporrectodea_caliginosa_tuberculata_Juvenile_116_3/Aporrectodea_caliginosa_tuberculata_Juvenile_116_3_raw.jpg,01_Segmented/Aporrectodea_caliginosa_tuberculata_Juvenile_116/Aporrectodea_caliginosa_tuberculata_Juvenile_116_3/Aporrectodea_caliginosa_tuberculata_Juvenile_116_3_seg.jpg,01_Segmented/Aporrectodea_caliginosa_tuberculata_Juvenile_116/Aporrectodea_caliginosa_tuberculata_Juvenile_116_3/Aporrectodea_caliginosa_tuberculata_Juvenile_116_3_seg_mask.png,Aporrectodea_caliginosa_tuberculata_Juvenile_116,Aporrectodea_caliginosa_tuberculata_Juvenile_116_3,Aporrectodea_caliginosa_tuberculata_Juvenile,Aporrectodea_caliginosa_tuberculata,Juvenile,Aporrectodea
2025-09-10T15:28:06,Aporrectodea_caliginosa_tuberculata_Juvenile_116,0.425,4,Aporrectodea_caliginosa_tuberculata_Juvenile_116_4.jpg,01_Segmented/Aporrectodea_caliginosa_tuberculata_Juvenile_116/Aporrectodea_caliginosa_tuberculata_Juvenile_116_4/Aporrectodea_caliginosa_tuberculata_Juvenile_116_4_raw.jpg,01_Segmented/Aporrectodea_caliginosa_tuberculata_Juvenile_116/Aporrectodea_caliginosa_tuberculata_Juvenile_116_4/Aporrectodea_caliginosa_tuberculata_Juvenile_116_4_seg.jpg,01_Segmented/Aporrectodea_caliginosa_tuberculata_Juvenile_116/Aporrectodea_caliginosa_tuberculata_Juvenile_116_4/Aporrectodea_caliginosa_tuberculata_Juvenile_116_4_seg_mask.png,Aporrectodea_caliginosa_tuberculata_Juvenile_116,Aporrectodea_caliginosa_tuberculata_Juvenile_116_4,Aporrectodea_caliginosa_tuberculata_Juvenile,Aporrectodea_caliginosa_tuberculata,Juvenile,Aporrectodea
2025-09-18T15:28:45,Lumbricus_sp_Juvenile_108,1.858,3,Lumbricus_sp_Juvenile_108_3.jpg,01_Segmented/Lumbricus_sp_Juvenile_108/Lumbricus_sp_Juvenile_108_3/Lumbricus_sp_Juvenile_108_3_raw.jpg,01_Segmented/Lumbricus_sp_Juvenile_108/Lumbricus_sp_Juvenile_108_3/Lumbricus_sp_Juvenile_108_3_seg.jpg,01_Segmented/Lumbricus_sp_Juvenile_108/Lumbricus_sp_Juvenile_108_3/Lumbricus_sp_Juvenile_108_3_seg_mask.png,Lumbricus_sp_Juvenile_108,Lumbricus_sp_Juvenile_108_3,Lumbricus_sp_Juvenile,Lumbricus_sp,Juvenile,Lumbricus
2025-09-18T15:28:45,Lumbricus_sp_Juvenile_108,1.858,4,Lumbricus_sp_Juvenile_108_4.jpg,01_Segmented/Lumbricus_sp_Juvenile_108/Lumbricus_sp_Juvenile_108_4/Lumbricus_sp_Juvenile_108_4_raw.jpg,01_Segmented/Lumbricus_sp_Juvenile_108/Lumbricus_sp_Juvenile_108_4/Lumbricus_sp_Juvenile_108_4_seg.jpg,01_Segmented/Lumbricus_sp_Juvenile_108/Lumbricus_sp_Juvenile_108_4/Lumbricus_sp_Juvenile_108_4_seg_mask.png,Lumbricus_sp_Juvenile_108,Lumbricus_sp_Juvenile_108_4,Lumbricus_sp_Juvenile,Lumbricus_sp,Juvenile,Lumbricus
2025-09-18T15:28:45,Lumbricus_sp_Juvenile_108,1.858,1,Lumbricus_sp_Juvenile_108_1.jpg,01_Segmented/Lumbricus_sp_Juvenile_108/Lumbricus_sp_Juvenile_108_1/Lumbricus_sp_Juvenile_108_1_raw.jpg,01_Segmented/Lumbricus_sp_Juvenile_108/Lumbricus_sp_Juvenile_108_1/Lumbricus_sp_Juvenile_108_1_seg.jpg,01_Segmented/Lumbricus_sp_Juvenile_108/Lumbricus_sp_Juvenile_108_1/Lumbricus_sp_Juvenile_108_1_seg_mask.png,Lumbricus_sp_Juvenile_108,Lumbricus_sp_Juvenile_108_1,Lumbricus_sp_Juvenile,Lumbricus_sp,Juvenile,Lumbricus
2025-09-18T15:28:45,Lumbricus_sp_Juvenile_108,1.858,5,Lumbricus_sp_Juvenile_108_5.jpg,01_Segmented/Lumbricus_sp_Juvenile_108/Lumbricus_sp_Juvenile_108_5/Lumbricus_sp_Juvenile_108_5_raw.jpg,01_Segmented/Lumbricus_sp_Juvenile_108/Lumbricus_sp_Juvenile_108_5/Lumbricus_sp_Juvenile_108_5_seg.jpg,01_Segmented/Lumbricus_sp_Juvenile_108/Lumbricus_sp_Juvenile_108_5/Lumbricus_sp_Juvenile_108_5_seg_mask.png,Lumbricus_sp_Juvenile_108,Lumbricus_sp_Juvenile_108_5,Lumbricus_sp_Juvenile,Lumbricus_sp,Juvenile,Lumbricus
2025-09-18T15:28:45,Lumbricus_sp_Juvenile_108,1.858,2,Lumbricus_sp_Juvenile_108_2.jpg,01_Segmented/Lumbricus_sp_Juvenile_108/Lumbricus_sp_Juvenile_108_2/Lumbricus_sp_Juvenile_108_2_raw.jpg,01_Segmented/Lumbricus_sp_Juvenile_108/Lumbricus_sp_Juvenile_108_2/Lumbricus_sp_Juvenile_108_2_seg.jpg,01_Segmented/Lumbricus_sp_Juvenile_108/Lumbricus_sp_Juvenile_108_2/Lumbricus_sp_Juvenile_108_2_seg_mask.png,Lumbricus_sp_Juvenile_108,Lumbricus_sp_Juvenile_108_2,Lumbricus_sp_Juvenile,Lumbricus_sp,Juvenile,Lumbricus
2025-09-10T14:09:44,Aporrectodea_caliginosa_tuberculata_Juvenile_93,0.141,4,Aporrectodea_caliginosa_tuberculata_Juvenile_93_4.jpg,01_Segmented/Aporrectodea_caliginosa_tuberculata_Juvenile_93/Aporrectodea_caliginosa_tuberculata_Juvenile_93_4/Aporrectodea_caliginosa_tuberculata_Juvenile_93_4_raw.jpg,01_Segmented/Aporrectodea_caliginosa_tuberculata_Juvenile_93/Aporrectodea_caliginosa_tuberculata_Juvenile_93_4/Aporrectodea_caliginosa_tuberculata_Juvenile_93_4_seg.jpg,01_Segmented/Aporrectodea_caliginosa_tuberculata_Juvenile_93/Aporrectodea_caliginosa_tuberculata_Juvenile_93_4/Aporrectodea_caliginosa_tuberculata_Juvenile_93_4_seg_mask.png,Aporrectodea_caliginosa_tuberculata_Juvenile_93,Aporrectodea_caliginosa_tuberculata_Juvenile_93_4,Aporrectodea_caliginosa_tuberculata_Juvenile,Aporrectodea_caliginosa_tuberculata,Juvenile,Aporrectodea
2025-09-10T14:09:44,Aporrectodea_caliginosa_tuberculata_Juvenile_93,0.141,3,Aporrectodea_caliginosa_tuberculata_Juvenile_93_3.jpg,01_Segmented/Aporrectodea_caliginosa_tuberculata_Juvenile_93/Aporrectodea_caliginosa_tuberculata_Juvenile_93_3/Aporrectodea_caliginosa_tuberculata_Juvenile_93_3_raw.jpg,01_Segmented/Aporrectodea_caliginosa_tuberculata_Juvenile_93/Aporrectodea_caliginosa_tuberculata_Juvenile_93_3/Aporrectodea_caliginosa_tuberculata_Juvenile_93_3_seg.jpg,01_Segmented/Aporrectodea_caliginosa_tuberculata_Juvenile_93/Aporrectodea_caliginosa_tuberculata_Juvenile_93_3/Aporrectodea_caliginosa_tuberculata_Juvenile_93_3_seg_mask.png,Aporrectodea_caliginosa_tuberculata_Juvenile_93,Aporrectodea_caliginosa_tuberculata_Juvenile_93_3,Aporrectodea_caliginosa_tuberculata_Juvenile,Aporrectodea_caliginosa_tuberculata,Juvenile,Aporrectodea
2025-09-10T14:09:44,Aporrectodea_caliginosa_tuberculata_Juvenile_93,0.141,1,Aporrectodea_caliginosa_tuberculata_Juvenile_93_1.jpg,01_Segmented/Aporrectodea_caliginosa_tuberculata_Juvenile_93/Aporrectodea_caliginosa_tuberculata_Juvenile_93_1/Aporrectodea_caliginosa_tuberculata_Juvenile_93_1_raw.jpg,01_Segmented/Aporrectodea_caliginosa_tuberculata_Juvenile_93/Aporrectodea_caliginosa_tuberculata_Juvenile_93_1/Aporrectodea_caliginosa_tuberculata_Juvenile_93_1_seg.jpg,01_Segmented/Aporrectodea_caliginosa_tuberculata_Juvenile_93/Aporrectodea_caliginosa_tuberculata_Juvenile_93_1/Aporrectodea_caliginosa_tuberculata_Juvenile_93_1_seg_mask.png,Aporrectodea_caliginosa_tuberculata_Juvenile_93,Aporrectodea_caliginosa_tuberculata_Juvenile_93_1,Aporrectodea_caliginosa_tuberculata_Juvenile,Aporrectodea_caliginosa_tuberculata,Juvenile,Aporrectodea
2025-09-10T14:09:44,Aporrectodea_caliginosa_tuberculata_Juvenile_93,0.141,2,Aporrectodea_caliginosa_tuberculata_Juvenile_93_2.jpg,01_Segmented/Aporrectodea_caliginosa_tuberculata_Juvenile_93/Aporrectodea_caliginosa_tuberculata_Juvenile_93_2/Aporrectodea_caliginosa_tuberculata_Juvenile_93_2_raw.jpg,01_Segmented/Aporrectodea_caliginosa_tuberculata_Juvenile_93/Aporrectodea_caliginosa_tuberculata_Juvenile_93_2/Aporrectodea_caliginosa_tuberculata_Juvenile_93_2_seg.jpg,01_Segmented/Aporrectodea_caliginosa_tuberculata_Juvenile_93/Aporrectodea_caliginosa_tuberculata_Juvenile_93_2/Aporrectodea_caliginosa_tuberculata_Juvenile_93_2_seg_mask.png,Aporrectodea_caliginosa_tuberculata_Juvenile_93,Aporrectodea_caliginosa_tuberculata_Juvenile_93_2,Aporrectodea_caliginosa_tuberculata_Juvenile,Aporrectodea_caliginosa_tuberculata,Juvenile,Aporrectodea
2025-09-10T14:09:44,Aporrectodea_caliginosa_tuberculata_Juvenile_93,0.141,5,Aporrectodea_caliginosa_tuberculata_Juvenile_93_5.jpg,01_Segmented/Aporrectodea_caliginosa_tuberculata_Juvenile_93/Aporrectodea_caliginosa_tuberculata_Juvenile_93_5/Aporrectodea_caliginosa_tuberculata_Juvenile_93_5_raw.jpg,01_Segmented/Aporrectodea_caliginosa_tuberculata_Juvenile_93/Aporrectodea_caliginosa_tuberculata_Juvenile_93_5/Aporrectodea_caliginosa_tuberculata_Juvenile_93_5_seg.jpg,01_Segmented/Aporrectodea_caliginosa_tuberculata_Juvenile_93/Aporrectodea_caliginosa_tuberculata_Juvenile_93_5/Aporrectodea_caliginosa_tuberculata_Juvenile_93_5_seg_mask.png,Aporrectodea_caliginosa_tuberculata_Juvenile_93,Aporrectodea_caliginosa_tuberculata_Juvenile_93_5,Aporrectodea_caliginosa_tuberculata_Juvenile,Aporrectodea_caliginosa_tuberculata,Juvenile,Aporrectodea
2025-09-05T08:27:51,Aporrectodea_rosea_Juvenile_16,0.091,3,Aporrectodea_rosea_Juvenile_16_3.jpg,01_Segmented/Aporrectodea_rosea_Juvenile_16/Aporrectodea_rosea_Juvenile_16_3/Aporrectodea_rosea_Juvenile_16_3_raw.jpg,01_Segmented/Aporrectodea_rosea_Juvenile_16/Aporrectodea_rosea_Juvenile_16_3/Aporrectodea_rosea_Juvenile_16_3_seg.jpg,01_Segmented/Aporrectodea_rosea_Juvenile_16/Aporrectodea_rosea_Juvenile_16_3/Aporrectodea_rosea_Juvenile_16_3_seg_mask.png,Aporrectodea_rosea_Juvenile_16,Aporrectodea_rosea_Juvenile_16_3,Aporrectodea_rosea_Juvenile,Aporrectodea_rosea,Juvenile,Aporrectodea
2025-09-05T08:27:51,Aporrectodea_rosea_Juvenile_16,0.091,4,Aporrectodea_rosea_Juvenile_16_4.jpg,01_Segmented/Aporrectodea_rosea_Juvenile_16/Aporrectodea_rosea_Juvenile_16_4/Aporrectodea_rosea_Juvenile_16_4_raw.jpg,01_Segmented/Aporrectodea_rosea_Juvenile_16/Aporrectodea_rosea_Juvenile_16_4/Aporrectodea_rosea_Juvenile_16_4_seg.jpg,01_Segmented/Aporrectodea_rosea_Juvenile_16/Aporrectodea_rosea_Juvenile_16_4/Aporrectodea_rosea_Juvenile_16_4_seg_mask.png,Aporrectodea_rosea_Juvenile_16,Aporrectodea_rosea_Juvenile_16_4,Aporrectodea_rosea_Juvenile,Aporrectodea_rosea,Juvenile,Aporrectodea
2025-09-05T08:27:51,Aporrectodea_rosea_Juvenile_16,0.091,1,Aporrectodea_rosea_Juvenile_16_1.jpg,01_Segmented/Aporrectodea_rosea_Juvenile_16/Aporrectodea_rosea_Juvenile_16_1/Aporrectodea_rosea_Juvenile_16_1_raw.jpg,01_Segmented/Aporrectodea_rosea_Juvenile_16/Aporrectodea_rosea_Juvenile_16_1/Aporrectodea_rosea_Juvenile_16_1_seg.jpg,01_Segmented/Aporrectodea_rosea_Juvenile_16/Aporrectodea_rosea_Juvenile_16_1/Aporrectodea_rosea_Juvenile_16_1_seg_mask.png,Aporrectodea_rosea_Juvenile_16,Aporrectodea_rosea_Juvenile_16_1,Aporrectodea_rosea_Juvenile,Aporrectodea_rosea,Juvenile,Aporrectodea
2025-09-05T08:27:51,Aporrectodea_rosea_Juvenile_16,0.091,5,Aporrectodea_rosea_Juvenile_16_5.jpg,01_Segmented/Aporrectodea_rosea_Juvenile_16/Aporrectodea_rosea_Juvenile_16_5/Aporrectodea_rosea_Juvenile_16_5_raw.jpg,01_Segmented/Aporrectodea_rosea_Juvenile_16/Aporrectodea_rosea_Juvenile_16_5/Aporrectodea_rosea_Juvenile_16_5_seg.jpg,01_Segmented/Aporrectodea_rosea_Juvenile_16/Aporrectodea_rosea_Juvenile_16_5/Aporrectodea_rosea_Juvenile_16_5_seg_mask.png,Aporrectodea_rosea_Juvenile_16,Aporrectodea_rosea_Juvenile_16_5,Aporrectodea_rosea_Juvenile,Aporrectodea_rosea,Juvenile,Aporrectodea
